node,x,y,z
METTL27,-0.5266880393028259,-0.42482855916023254,-0.827631413936615
TEPSIN,0.9394896626472473,-2.962440252304077,-3.22127366065979
CCDC184,-1.625447154045105,-1.3970916271209717,0.4411187767982483
PTH1R,1.4697163105010986,1.6105742454528809,0.09063681960105896
RIMBP3C,-1.7951161861419678,0.716943621635437,1.971874475479126
KRTAP10-8,-0.14422255754470825,-1.194881558418274,-3.783139228820801
MDFI,-0.20179767906665802,-1.127782940864563,-3.3232829570770264
KRTAP19-5,-0.6617324948310852,-0.2714807987213135,-2.06126070022583
IL37,-2.521305799484253,0.24431054294109344,-0.31227755546569824
MID2,-3.177645206451416,-0.48062023520469666,-1.026503562927246
PPARA,5.847453594207764,8.031678199768066,2.7179293632507324
SPI1,2.03974986076355,1.1567606925964355,-0.8444093465805054
ANAPC11,1.7578068971633911,0.5277877449989319,2.7076926231384277
ECM1,-3.051424503326416,2.1802353858947754,-0.3315260708332062
KCTD9,1.4030430316925049,-1.511504054069519,-0.08526384830474854
TTC23,-0.24544578790664673,-1.0555832386016846,-2.2178962230682373
HYI,-0.6371011734008789,0.375753790140152,-1.0670206546783447
KATNBL1,0.9877442121505737,3.712189197540283,0.9084845185279846
TTC19,-0.4055137038230896,-0.6265034079551697,-1.123708963394165
C1QTNF2,-2.3846023082733154,1.905274510383606,-1.6342002153396606
TLE5,-0.4101589322090149,-0.8247814178466797,-3.638446092605591
FOSL1,0.4518464207649231,0.4084090292453766,-0.3325737416744232
LIG4,-1.8119009733200073,-1.352989912033081,-1.148871898651123
AKAP8L,1.5163410902023315,-2.7999699115753174,-2.340122699737549
ALOX12B,-3.3011226654052734,-0.6032528281211853,-0.68344646692276
ZRANB1,1.0786657333374023,0.38162460923194885,2.5584676265716553
PATZ1,-0.5380435585975647,-0.5585839748382568,-2.3365564346313477
ZBTB16,1.5031088590621948,1.6367603540420532,-0.7705708146095276
CEACAM6,-2.4724152088165283,1.864135980606079,-1.0402902364730835
TRAPPC2L,-2.090463399887085,0.48254087567329407,-1.926037073135376
TRIM23,1.316328525543213,0.5621084570884705,1.483041763305664
MAGOHB,0.9178657531738281,-0.21637439727783203,1.3227770328521729
DHX15,0.1735152006149292,0.7486494779586792,1.6407805681228638
RHOXF2,-0.8191591501235962,-0.5527799129486084,-2.0133888721466064
AP1B1,1.0944938659667969,-0.06046971678733826,2.3343558311462402
TSC1,0.6677342653274536,1.0284138917922974,1.0638408660888672
NFKBID,0.8613165616989136,-0.7287502884864807,-1.5994457006454468
TAF1,4.123289108276367,-0.8737034797668457,4.6612019538879395
SIN3A,1.3479710817337036,-2.9255707263946533,-2.375818967819214
PPP4C,1.262287974357605,1.2668348550796509,1.3641008138656616
SORBS3,5.936405658721924,7.4778900146484375,2.749127149581909
KRTAP19-6,-0.8188372850418091,-0.27024412155151367,-1.1291589736938477
EFS,0.9406706690788269,0.8966484069824219,-1.6686030626296997
LZTS2,-0.042854879051446915,-0.6012341380119324,-0.29546278715133667
VBP1,-0.04692235216498375,-2.1902453899383545,-1.9585236310958862
CCDC33,0.19163106381893158,-0.8130879998207092,1.7137503623962402
CADPS,-0.7210835218429565,-1.943284511566162,0.8332872986793518
RTL8C,1.1659079790115356,0.3122875988483429,2.394699811935425
FAM166B,-0.9791308641433716,-0.1787080019712448,-0.410892516374588
METTL6,-3.084704637527466,-0.8265697360038757,-0.812630832195282
TRIM27,1.430820107460022,0.967675507068634,0.3893202245235443
BCLAF1,0.25461840629577637,0.41643667221069336,0.4570617377758026
ETS1,9.194550514221191,9.491035461425781,4.951951503753662
GTF2B,0.16049185395240784,1.9674601554870605,-1.8963818550109863
NR1H3,0.5354126691818237,0.91161048412323,-0.06270641833543777
KRTAP13-3,1.5479650497436523,1.6139400005340576,-1.0136733055114746
NUTM1,-0.6503223776817322,-0.4263579547405243,0.25996214151382446
PRDM6,-1.673950433731079,1.6700077056884766,1.6834759712219238
MORN3,-1.31488835811615,-2.251260995864868,-0.9782524704933167
INKA1,0.7169157266616821,3.1169469356536865,1.677945613861084
DISC1,-3.178718328475952,-1.2612582445144653,-1.6031585931777954
RIMBP3,-1.7210336923599243,0.5272554755210876,2.0566458702087402
TFCP2,-1.633294701576233,0.19784234464168549,-2.151331901550293
KPRP,0.20797258615493774,-1.5048340559005737,-2.6558961868286133
KANK2,-0.24030548334121704,0.14864009618759155,-2.019012689590454
PLAAT1,-2.4918081760406494,1.8812015056610107,-1.0955833196640015
HNRNPH1,0.8620898127555847,-0.24565152823925018,1.165535569190979
HOMEZ,0.7891613841056824,-1.970184326171875,-1.160874605178833
PFDN5,0.22570942342281342,1.0933963060379028,-1.6128134727478027
PBX4,0.0028099992778152227,1.897365927696228,-2.150486707687378
NADSYN1,1.1516835689544678,0.07354351133108139,1.8001211881637573
GOLGA6L9,-1.5201303958892822,-1.448243260383606,-0.2721179127693176
KRT75,1.8668341636657715,-0.24969802796840668,1.1393685340881348
CYSRT1,-0.13455447554588318,-1.0407710075378418,-3.968501091003418
HNF4G,-0.3127115070819855,-0.24614644050598145,0.6020816564559937
HSF2BP,-3.0848522186279297,-0.3882995843887329,-1.674201488494873
ZNF688,-0.07468084990978241,-1.0324288606643677,-2.5713510513305664
APP,1.5431060791015625,1.0356080532073975,4.04970121383667
AP2B1,1.3917567729949951,-0.5708543658256531,1.7552390098571777
INSC,-0.7009401917457581,-1.1551992893218994,-0.03946384787559509
ABI2,1.8618998527526855,-0.3564392924308777,0.9315834641456604
PAX6,-1.9698748588562012,1.726134181022644,2.086669445037842
BCL3,1.7828490734100342,0.8052703142166138,1.9129589796066284
MEOX1,-0.5407811403274536,-0.4785023629665375,-0.5472940802574158
SNRPB2,1.604783296585083,0.4404979348182678,1.817679524421692
PIN1,5.658695697784424,8.411093711853027,3.252812385559082
TSPYL4,-0.7242345213890076,-1.5231106281280518,-0.9874779582023621
SSX2IP,0.03494871035218239,1.8264504671096802,-2.1401562690734863
LNX1,0.478604793548584,-1.9344196319580078,-2.3640503883361816
PNMA6B,-0.7180119156837463,-1.5652358531951904,-1.0836085081100464
EHHADH,0.8293038010597229,-1.4167168140411377,-0.18351535499095917
FBXL18,-0.1726180464029312,-0.9842730164527893,-2.5718002319335938
TEAD4,-2.5540382862091064,0.9367470741271973,-1.1503106355667114
FBF1,0.08216113597154617,-1.8332252502441406,-1.12196946144104
MACIR,-0.8328108191490173,0.8068184852600098,0.17575007677078247
PER1,0.32255735993385315,-0.5133790373802185,1.0367052555084229
BEX2,-0.451583594083786,-0.8513009548187256,-2.2995808124542236
HGS,6.441771984100342,8.701300621032715,3.401254892349243
GTPBP10,-1.6794615983963013,-1.0070089101791382,0.5693521499633789
RAPGEF3,1.2001821994781494,0.48681873083114624,0.0202269796282053
TRIM42,-0.03953470662236214,-1.027392864227295,-3.310145378112793
WDR25,3.9754796028137207,1.774978756904602,6.323713779449463
FOXD4L1,-0.4364294111728668,0.18718671798706055,-1.7890441417694092
CNNM3,-0.23310168087482452,-1.1331230401992798,-3.1862804889678955
FAM161A,-0.23862192034721375,-0.98795485496521,-2.628617763519287
ASMTL,1.1025187969207764,0.818530797958374,1.7542089223861694
TUBA8,1.3869502544403076,-0.03438032045960426,1.8754327297210693
IGFN1,-0.34826791286468506,-2.232785224914551,-1.557778239250183
PRPF18,-0.32050034403800964,-1.5063239336013794,-1.9851009845733643
C1orf109,-0.004308875650167465,-1.7939176559448242,-2.5698931217193604
RUSC1,0.035714782774448395,-0.72226881980896,1.3828415870666504
ABHD17A,0.423888623714447,-0.7325511574745178,0.6357036828994751
REPS1,2.022905111312866,-0.5129581689834595,2.093261241912842
MSI1,-2.002500057220459,-0.6387521624565125,-0.5215613842010498
TNNI1,-1.6719788312911987,-1.4667869806289673,-0.339792937040329
ZCCHC12,-1.9519603252410889,-0.30287250876426697,-0.648177981376648
CLK1,1.562695860862732,1.8177090883255005,-0.2709493339061737
POLDIP3,0.7789812088012695,2.471799850463867,-0.7277414202690125
NSMF,-0.2194899469614029,-0.9094811081886292,-0.6971849799156189
ATP5PO,0.5017028450965881,0.5233744978904724,1.3031971454620361
SCAND1,0.7941998839378357,3.3012328147888184,1.6934738159179688
ZNF410,-0.40632525086402893,-2.123779535293579,-1.428654670715332
CCDC187,-0.3323717713356018,-0.916867733001709,-1.933615803718567
TXNDC9,2.452834367752075,0.9610773921012878,3.0060300827026367
TCEANC,-0.353192001581192,-1.0482642650604248,-2.186810255050659
SNRPB,-0.6569312214851379,-0.827331006526947,-2.4211337566375732
HCK,-0.04818037897348404,-1.201278805732727,-2.8717780113220215
STAMBPL1,1.9095920324325562,0.24532361328601837,2.087230920791626
RSRC2,-2.3628954887390137,-0.8803408145904541,-1.043549656867981
MCM7,1.3742029666900635,0.14421044290065765,0.8002943992614746
RTP5,-1.2417243719100952,0.16528280079364777,-0.619156539440155
SLIRP,0.9406721591949463,0.24314263463020325,1.7421083450317383
SCNM1,-0.16277378797531128,-1.2190887928009033,-3.3731651306152344
CCDC146,-0.9420957565307617,-1.7694847583770752,-0.48698103427886963
TTC9C,1.5608561038970947,-0.2697985768318176,1.790500521659851
CCNG1,1.8087471723556519,0.721252977848053,2.0046701431274414
KAT2B,0.8773629665374756,0.7755048871040344,1.3375519514083862
CHIC2,-0.2316247522830963,-1.1175658702850342,-3.208991050720215
CFAP53,-1.3961000442504883,-0.49099060893058777,-0.9062494039535522
SHC3,-0.17998795211315155,-0.005005462095141411,-1.0076957941055298
UBQLN4,0.6462366580963135,-0.15701161324977875,2.10237193107605
USP2,0.3656138777732849,2.55431866645813,1.7814531326293945
ZNF564,-0.2753106653690338,-1.2992291450500488,-2.9738426208496094
AGTR1,0.15460562705993652,-2.039701223373413,-1.5918430089950562
PRPF31,-0.24717028439044952,-1.1051315069198608,-3.0271480083465576
LIN37,-0.5324809551239014,-1.9021611213684082,-1.6967427730560303
FEM1C,-0.21423600614070892,-1.7535613775253296,0.04714833199977875
TASOR2,-0.4124099016189575,-1.6703393459320068,0.46331483125686646
TNNT1,-1.2098695039749146,0.4062903821468353,0.25634387135505676
ZNF581,-0.21271173655986786,-1.0205190181732178,-3.0362796783447266
GATA1,0.23136933147907257,0.8885812163352966,-0.8925758004188538
RSPH9,-1.1323989629745483,-0.6082776188850403,-0.215142622590065
ZNF438,-0.4501572847366333,-1.101475477218628,-1.928829550743103
ZNF148,1.6272516250610352,-0.1705298125743866,2.605329990386963
MYO15B,-1.1915472745895386,0.575782299041748,-0.6655503511428833
LENG1,0.8253489136695862,-2.6538772583007812,-2.531607151031494
MRPL11,0.781514048576355,0.335419625043869,2.7233431339263916
RPP25,0.018268853425979614,0.8241782188415527,-1.2644109725952148
COX5B,-0.2084096074104309,1.0333683490753174,-1.6197952032089233
PIN4,-0.9601395726203918,1.2095767259597778,-0.10883679986000061
PNMA8A,-0.7490671873092651,-0.5484840869903564,0.4110311269760132
CHMP2B,-1.4459388256072998,1.9949541091918945,-2.2958357334136963
MOAP1,0.003574949223548174,1.9072188138961792,-2.132207155227661
LAGE3,0.9291369318962097,-0.3878033459186554,2.1056365966796875
NUDT16L1,0.4502789080142975,-0.30072900652885437,1.694855809211731
ACTA2,2.33858323097229,2.801586627960205,2.608769655227661
LMO3,-0.02131662704050541,-1.2092887163162231,-1.581639051437378
SPATC1L,0.7617011666297913,-2.786106586456299,-2.626516580581665
PNMA5,-1.491711974143982,0.4958317279815674,-0.27880632877349854
TRIM73,-1.779018521308899,0.9262436032295227,-0.3585408926010132
NTAQ1,0.9046473503112793,-0.8127636313438416,-1.35382080078125
APTX,0.5216787457466125,-0.2824128568172455,-1.0980420112609863
ATP6V1G1,0.2926194369792938,-0.16937731206417084,2.2331535816192627
SH2D4A,1.6476185321807861,1.7821712493896484,-0.6346602439880371
POLM,0.2678269147872925,0.7794235944747925,-1.3838143348693848
ZC2HC1C,-1.161017894744873,-1.7441970109939575,-1.0745844841003418
NPBWR2,-0.10564383119344711,-1.0497602224349976,-3.2040750980377197
PRKAB2,-0.7865691781044006,-1.0878037214279175,-3.723780870437622
HDAC4,0.9718104004859924,-0.18278037011623383,1.0756337642669678
CCP110,1.111323595046997,0.27478060126304626,2.380707025527954
GRAP2,2.1894102096557617,1.7158819437026978,-0.5115760564804077
KANSL1,0.4211266338825226,2.165004014968872,2.736278533935547
RPP25L,-0.8559850454330444,-1.250969648361206,0.79463130235672
C21orf58,1.4955172538757324,1.282253623008728,-0.9210078716278076
CTNNA3,-2.235271453857422,1.6014455556869507,-0.08027102798223495
CCDC198,-0.34742221236228943,-1.1217759847640991,-2.0464487075805664
ATXN7,-2.451395273208618,1.1835708618164062,-1.1498663425445557
PKN3,0.47044020891189575,2.6143276691436768,1.4915413856506348
METTL17,-0.5682313442230225,-1.781761646270752,-1.6386240720748901
ZNF35,-0.02896725945174694,-1.1903811693191528,1.0498347282409668
IVD,-1.5913482904434204,-0.01205429807305336,-0.681738555431366
UBC,3.4232711791992188,1.36475670337677,5.92287015914917
ARHGEF6,-0.7687960267066956,0.49460265040397644,0.8359108567237854
RAD51D,1.591209053993225,4.276789665222168,1.0283176898956299
HAPLN2,-0.34990251064300537,-0.9550143480300903,-2.664674758911133
TMSB4X,1.3199058771133423,0.7249072790145874,1.9424346685409546
VPS9D1,-1.9029605388641357,-1.319743275642395,-1.412589192390442
MRPL23,-0.14325125515460968,-0.5477640628814697,-2.2641634941101074
CARHSP1,-0.13425485789775848,-0.6266883611679077,-2.042613983154297
DCTN4,-0.380672812461853,1.6045392751693726,-1.8387665748596191
FAM161B,-0.15338727831840515,-0.8270395994186401,-1.9560643434524536
UBA5,-0.35934242606163025,-1.0947494506835938,-0.3315456807613373
LOC107987373,-0.21170783042907715,-0.8754063844680786,-2.521864175796509
PKN1,2.0862314701080322,2.1513447761535645,-0.1827055811882019
GPR25,-1.7534749507904053,-1.9146214723587036,-1.0251983404159546
URB1-AS1,-0.9178046584129333,1.9518282413482666,0.15406882762908936
DAXX,1.4993538856506348,0.7026664614677429,0.7656855583190918
SEMA4C,-0.20563071966171265,-0.5220935344696045,-2.198861598968506
PCGF6,-1.8230534791946411,0.9319418668746948,-0.6643705368041992
RBM41,-0.5979769825935364,-1.2815889120101929,-1.1698464155197144
GADD45GIP1,-0.779033362865448,-0.9349662661552429,1.5441203117370605
SMIM3,-1.1585310697555542,-0.8853006958961487,-0.38382962346076965
ANKRD36BP1,-1.1434333324432373,-1.6163265705108643,-1.8776363134384155
FAM107A,-0.9400165677070618,-0.5363580584526062,0.4829845726490021
BTBD1,1.6779744625091553,0.3812329173088074,1.8493496179580688
NIF3L1,0.5950368642807007,-0.7584347724914551,-0.3644528388977051
MAB21L2,-0.5633078813552856,-2.3584208488464355,-1.3075371980667114
ENKD1,0.4661206603050232,1.233313798904419,-0.2776978313922882
LSM2,1.2934414148330688,-0.0396471805870533,1.501498818397522
FMNL2,-1.2607042789459229,-2.083223819732666,0.26715928316116333
CDK18,-0.17513582110404968,-0.7332050800323486,-2.1055123805999756
FOXD4L3,-0.2679482400417328,-0.6764642596244812,-2.287527322769165
SPG7,-0.09495175629854202,-1.0353262424468994,-3.032548427581787
ARID5A,-0.5874378085136414,-0.8698437213897705,-2.532344102859497
MRPL10,-0.8879656791687012,3.916266918182373,-0.27227047085762024
SLC25A48,-0.2623657286167145,-0.6881263852119446,-2.4601762294769287
ZG16B,-1.9771546125411987,1.1507915258407593,-0.6881691217422485
PSMA1,2.329467296600342,-0.13127344846725464,4.979648590087891
ACTBL2,2.5771613121032715,2.976639986038208,2.3820881843566895
BYSL,-0.2368956208229065,-1.403977632522583,-2.5428993701934814
VAV2,1.2006425857543945,1.2457391023635864,0.15677770972251892
SUV39H2,0.9474351406097412,1.6108977794647217,-2.3614907264709473
ACTB,2.36354923248291,2.859673023223877,2.3774070739746094
GEM,0.07882924377918243,-1.0065897703170776,-2.8485634326934814
WT1-AS,-0.3474363088607788,-1.021995186805725,-3.074557065963745
PNMA6A,-1.0542653799057007,-0.24369442462921143,0.4238642454147339
TSHZ2,-0.6894535422325134,0.6147334575653076,-0.8919287323951721
CBX8,-1.7272528409957886,1.6947731971740723,1.925203561782837
POLL,2.110332489013672,0.27429068088531494,3.147474765777588
C8orf33,-0.13721618056297302,-1.0833690166473389,1.6473976373672485
FAM110A,0.7936807870864868,0.01250285655260086,-1.857658863067627
SHISA3,-0.5257337093353271,-2.1552445888519287,-1.5350043773651123
EAF2,0.23963241279125214,-0.6453937888145447,-0.04144367203116417
INO80B,0.11677468568086624,-0.9946666955947876,-2.583890914916992
UBQLN1,0.9702651500701904,1.177598476409912,2.523833990097046
TCL1B,-0.17903032898902893,2.963050127029419,-2.8184502124786377
MYOZ1,-0.7697455286979675,1.6770895719528198,0.04144942760467529
ZFYVE26,-0.3923000693321228,-1.0398858785629272,-2.684730291366577
SDCBP,0.9529094099998474,1.0066642761230469,-1.0029900074005127
TCEA2,1.2660857439041138,3.984930992126465,1.2117005586624146
TRPV6,-0.41975903511047363,-0.993392288684845,-2.2990384101867676
TNFAIP8L2-SCNM1,-0.1678033471107483,-1.36614191532135,-3.4644927978515625
HOXB9,0.11216311901807785,-0.8804413080215454,-2.916099786758423
HNRNPLL,-0.32505539059638977,1.9285736083984375,-2.5747241973876953
ZRSR2,-1.792595624923706,-1.3142871856689453,-0.8824150562286377
TTC33,0.7402987480163574,3.852668046951294,1.37123703956604
SNRPG,0.7202126383781433,0.8482103943824768,2.0411338806152344
SF3B1,0.27785712480545044,1.0053372383117676,2.0711452960968018
DVL3,1.3217047452926636,2.0433104038238525,-0.5555025339126587
SDCBP2,1.25542414188385,3.8783819675445557,1.3285949230194092
RBM5,-0.9129767417907715,1.107712745666504,1.239452600479126
TNFAIP8L1,-0.9248131513595581,-0.65021151304245,-0.5433548092842102
HAL,1.3711576461791992,-0.5327573418617249,-1.0812562704086304
RPL5,4.338398456573486,-1.359703779220581,4.3170695304870605
CDK11B,1.4579048156738281,0.6381527185440063,2.112889289855957
SRSF5,0.2837594747543335,0.4501737654209137,0.8321478366851807
CCNL1,1.3064957857131958,2.076874256134033,-0.5319815278053284
RBM17,1.0756053924560547,4.168209075927734,1.2890616655349731
SF3B2,0.41457656025886536,-0.1442587524652481,2.2116472721099854
SNRPF,1.04069185256958,0.890856921672821,1.9780596494674683
SNRPN,-1.0520967245101929,0.9272523522377014,1.7157984972000122
SNRNP35,-1.6870085000991821,-1.1327849626541138,-0.2512321174144745
EMC2,0.5026585459709167,2.643826961517334,-2.4375388622283936
SRSF1,-0.8227061629295349,1.0548601150512695,1.5726274251937866
U2SURP,1.7393739223480225,-0.17718861997127533,2.0565948486328125
ZRSR2P1,-1.549150824546814,0.374788373708725,-1.0811426639556885
LUC7L2,0.866703987121582,-0.22805045545101166,1.9454630613327026
C1QBP,1.2193961143493652,3.861978054046631,1.4946365356445312
SERPINB8,0.40271681547164917,2.157285451889038,0.9295113682746887
PDCD7,-1.9673067331314087,-1.514082431793213,1.099539041519165
SNRNP48,-1.9345147609710693,-1.1472420692443848,-0.44946953654289246
ZCRB1,0.5399883389472961,2.5183792114257812,1.3941344022750854
SF3A3,0.8299597501754761,4.225753307342529,1.6732646226882935
JMJD6,0.4372897744178772,0.8904593586921692,1.5686261653900146
GPATCH11,-1.0822378396987915,0.31862738728523254,0.019559519365429878
SRPK2,1.1828550100326538,1.4238404035568237,-0.13623680174350739
SPTY2D1,0.46996641159057617,-1.1023937463760376,0.25150418281555176
SRPK1,6.091118335723877,9.002044677734375,3.3675782680511475
RNPC3,-0.44280293583869934,-1.3124347925186157,1.3402444124221802
HSCB,0.045423123985528946,-0.2182464897632599,-0.09597330540418625
SLC4A1AP,1.2553619146347046,-0.13262362778186798,1.4800829887390137
RPL26L1,2.1580309867858887,-0.07503946870565414,1.3930867910385132
KHDC4,-1.9610024690628052,-0.33290204405784607,-0.9606187343597412
SNRPE,0.7555820941925049,2.4490177631378174,1.744442343711853
CCDC97,-0.7415811419487,-0.6450398564338684,-0.29918941855430603
SF3A1,0.8718620538711548,0.23741012811660767,1.7747671604156494
TRPM3,-2.3536505699157715,-0.6136536598205566,0.03685936704277992
NKTR,-0.01980169117450714,2.011044979095459,-1.8172518014907837
REP15,1.761668086051941,-0.6253484487533569,-1.0027498006820679
CLK2,-0.7957938313484192,1.450432300567627,-0.79131680727005
CHERP,1.427842140197754,0.20653009414672852,2.493987798690796
SRRM4,-0.9108225703239441,-2.079300880432129,1.013332486152649
TXLNA,1.715315341949463,-0.04331419989466667,1.4575538635253906
CCDC83,1.153839349746704,3.9564754962921143,1.1526061296463013
MITD1,-1.2834588289260864,-0.03413194417953491,-0.7636642456054688
KRT8,1.3938971757888794,0.5903066992759705,0.14162041246891022
CTCF,0.22201570868492126,0.09138084948062897,0.998859703540802
SMYD1,-0.4791586995124817,-1.7027515172958374,-1.671146035194397
SIX5,-0.3414599895477295,-0.20261839032173157,-0.41883260011672974
ORMDL1,-1.3808128833770752,-2.213740587234497,-0.7362709641456604
TCL1A,0.8461992740631104,-0.6704789400100708,-1.512107491493225
FMR1,-0.22627466917037964,1.0796984434127808,1.8029236793518066
BMERB1,-0.2277037501335144,1.3087657690048218,-2.105224132537842
E2F6,0.8784166574478149,1.5597479343414307,-0.37002894282341003
KDM1A,0.08078212291002274,2.372185230255127,-0.7031188607215881
ELAVL1,0.5756136178970337,0.9962030053138733,1.860950231552124
HNRNPU,5.233441352844238,-1.488695502281189,5.139642238616943
PSMB1,1.9435886144638062,-0.29683005809783936,3.843837022781372
E2F8,-0.21296800673007965,-1.0479848384857178,1.4156469106674194
LITAF,-1.8254563808441162,1.6096116304397583,-0.5567389130592346
MYC,1.438921570777893,2.0010008811950684,0.41266393661499023
ANKRD18A,1.144329309463501,2.454861879348755,1.248571753501892
NRF1,0.27600255608558655,1.9514750242233276,-0.05215362831950188
MAN1B1,0.4970601797103882,1.7975612878799438,1.1456185579299927
RBM7,-1.152126431465149,-0.1187056377530098,0.40205681324005127
LOC106627982,1.001297116279602,3.6016910076141357,-1.3494391441345215
TMEM143,-0.26530832052230835,2.4100611209869385,-0.2765478789806366
FADD,1.6153559684753418,1.6912075281143188,0.9348024725914001
WIPI2,4.33634090423584,1.7568459510803223,6.628444671630859
SNORD12C,1.1890288591384888,3.6537375450134277,-1.3022196292877197
