node,x,y,z,x_2d,y_2d
DPYSL4,1.70781672000885,-0.1771454960107803,2.890809774398804,4.770357608795166,-6.293172836303711
ESYT2,2.085608720779419,0.5038642883300781,2.6397926807403564,6.0241570472717285,-6.824989318847656
MTHFD1,1.343916893005371,0.4353759586811065,2.8095574378967285,4.479654312133789,-6.135651111602783
SPATA5L1,1.8838839530944824,0.2074228972196579,1.8240147829055784,6.930400371551514,-4.592979431152344
HYOU1,1.0744125843048096,0.1132067218422889,1.868829369544983,5.564640045166016,-2.511805295944214
HNRNPCL2,0.8727255463600159,0.3196360766887665,1.4593238830566406,6.507453918457031,-1.6785995960235596
CHMP7,1.6066640615463257,0.3728894591331482,2.089029312133789,6.816153049468994,-4.798384666442871
IQGAP3,0.5080451965332031,-0.6073978543281555,0.9831714034080504,5.72434663772583,2.504997491836548
LCP1,1.0958832502365112,0.5085490942001343,1.0116877555847168,7.730279922485352,-0.8783441185951233
GEMIN8,1.5164191722869873,1.2050902843475342,1.874027967453003,8.359931945800781,-4.2150702476501465
LSR,0.8103199601173401,-0.4755732715129852,0.5423223972320557,6.971029758453369,1.3988292217254639
ARL5B,0.9983826875686646,0.741269052028656,2.218437910079956,6.458940505981445,-4.304311275482178
COPS7A,0.8797439932823181,-0.0985197499394416,1.2974460124969482,6.269626140594482,-1.0783157348632812
IDH1,0.4641162753105163,2.7003748416900635,1.3642736673355105,15.49692440032959,-1.6621429920196533
SEPTIN4,0.8905048966407776,-0.1092697009444236,1.90588641166687,4.856740474700928,-2.216440200805664
CALU,2.572994947433472,0.2581408619880676,3.29892373085022,5.277512073516846,-7.299427509307861
FBXW4,1.8092080354690552,0.1943089067935943,2.687138080596924,5.227879524230957,-6.476585865020752
NAA11,1.479205846786499,0.6797670722007751,2.9445128440856934,5.467117786407471,-6.518537521362305
FGF1,6.428624153137207,8.706648826599121,3.2362449169158936,22.30855369567871,8.090290069580078
GTF3C4,1.764901041984558,0.8391941785812378,2.7180285453796387,6.50510835647583,-6.675777435302734
CHD5,1.2492002248764038,-0.1294507831335067,1.5836427211761477,5.945346832275391,-1.9453210830688477
RNF31,-0.2120900452136993,1.0260868072509766,1.1777875423431396,8.257699012756348,3.0066452026367188
FBXO17,0.7785965800285339,-0.032717078924179,1.7065224647521973,5.444273948669434,-1.7642532587051392
ACSL1,0.7627804279327393,0.1681343466043472,2.617696523666382,4.2259392738342285,-4.455500602722168
CUTC,1.6079508066177368,-0.1318332403898239,1.915584921836853,5.473534107208252,-3.554157018661499
FOXM1,1.458657145500183,1.0434386730194092,2.087028741836548,7.957080364227295,-4.757634162902832
STON2,2.5297300815582275,-2.4768757820129395,2.165987968444824,13.617536544799805,-7.422039985656738
ZNHIT6,0.9019246101379396,0.2418727725744247,1.5933330059051514,6.252820014953613,-1.6840553283691406
KIF14,1.9821056127548216,0.4302210509777069,2.0395796298980717,7.10584020614624,-5.464165687561035
SCRIB,2.090592861175537,0.3381918370723724,2.5045783519744877,6.052253723144531,-6.425784587860107
WDR41,4.338226318359375,1.7382533550262451,6.511932849884033,9.164182662963867,-10.824417114257812
KLF1,-0.3613528311252594,1.4503445625305176,-0.8138527274131775,11.984894752502441,7.181138038635254
RER1,1.1340161561965942,0.554992139339447,2.247953414916992,5.830000877380371,-4.322140216827393
TOMM70,-1.2195760011672974,-1.3561968803405762,1.3929656744003296,0.5284324288368225,3.542189598083496
SCYL3,1.9082682132720947,0.6843172311782837,1.9717509746551516,7.66011905670166,-5.199227333068848
SEC14L2,1.0595918893814087,0.3137101531028747,2.276527643203736,5.0152482986450195,-3.8474833965301514
KBTBD13,1.8121812343597408,0.558259904384613,2.5340769290924072,6.249077320098877,-6.498367786407471
CD33,1.4635627269744873,0.6287909150123596,1.957101583480835,7.191079616546631,-4.448060035705566
PGAM5,0.6708766222000122,0.052799679338932,2.426499366760254,4.406169891357422,-3.154555320739746
NMD3,1.8421170711517332,0.4370854198932647,3.041029691696167,5.164416790008545,-6.893738746643066
CDC20,1.9252368211746216,0.5968967080116272,1.3011163473129272,7.945302963256836,-3.7360551357269287
